captured_at,display_timezone,source_version,schema_version,candidates,published,in_stock,out_of_stock,unchecked,excluded_unavailable,excluded_invalid,banner,marketplace_label,owner_name,storefront_name,directions,material,item_name,variant_summary,bundle_amount,customer_buy_price,customer_buy_unit_price,availability_at_capture,location_label
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","dream_duckY","","","BLACK_CONCRETE_POWDER","Black Concrete Powder","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Laykam","","","BLACK_WOOL","Black Wool","",64,550.0,8.59375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Fr33_S0uL","","","BLUE_BANNER","Blue Banner","",1,500.0,500.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","BLUE_ORCHID","Blue Orchid","",16,500.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Laykam","","","BLUE_WOOL","Blue Wool","",64,550.0,8.59375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Gorodorith","","","BOLT_ARMOR_TRIM_SMITHING_TEMPLATE","Smithing Template","",1,15000.0,15000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","lolgurke44","","","BOOK","Book","",1,700.0,700.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","mrfloris","","","BOOKSHELF","Bookshelf","",64,256.0,4.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","BREAD","Bread","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Gorodorith","","","BREEZE_ROD","Breeze Rod","",1,5000.0,5000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Fr33_S0uL","","","BROWN_BANNER","Brown Banner","",1,500.0,500.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Fr33_S0uL","","","BROWN_BANNER","Brown Banner","",1,5000.0,5000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","mei_sophie","","","BROWN_CONCRETE","Brown Concrete","",64,3480.0,54.375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Laykam","","","BROWN_WOOL","Brown Wool","",64,650.0,10.15625,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","CACTUS_FLOWER","Cactus Flower","",16,500.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LadyStarbrook","","","CAKE","Cake","",1,100.0,100.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","CAKE","Cake","",1,1000.0,1000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","MiniKitten718","","","CAKE","Cake","",1,150.0,150.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","lolgurke44","","","CARROT","Carrot","",16,444.0,27.75,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","CARROT","Carrot","",64,750.0,11.71875,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","CHERRY_LEAVES","Cherry Leaves","",16,500.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","mrfloris","","","CHICKEN_SPAWN_EGG","Chicken Spawn Egg","",1,5000.0,5000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","CHORUS_FLOWER","Chorus Flower","",8,1000.0,125.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","lolgurke44","","","CHORUS_FRUIT","Chorus Fruit","",16,600.0,37.5,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","PydPiper","","","COBWEB","Cobweb","",16,1500.0,93.75,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COCOA_BEANS","Cocoa Beans","",64,500.0,7.8125,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","NikkiPixel","","","COMPARATOR","Redstone Comparator","",16,1200.0,75.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_BEEF","Steak","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_CHICKEN","Roast Chicken","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_COD","Cooked Cod","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_MUTTON","Cooked Mutton","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_PORKCHOP","Cooked Porkchop","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_RABBIT","Cooked Rabbit","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKED_SALMON","Cooked Salmon","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","dream_duckY","","","COOKIE","Biscuit","",16,100.0,6.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LadyStarbrook","","","COOKIE","Biscuit","",16,250.0,15.625,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","LoyalOrange503","","","COOKIE","Biscuit","",64,1500.0,23.4375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Savvas4040","","","COOKIE","Biscuit","",2,150.0,75.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","FireMarshal2014","","","COPPER_INGOT","Copper Ingot","",64,1000.0,15.625,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","CORNFLOWER","Cornflower","",16,500.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","CREAKING_HEART","Creaking Heart","",16,2500.0,156.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Tidala","","","CRIMSON_ROOTS","Crimson Roots","",64,150.0,2.34375,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Tidala","","","CRIMSON_STEM","Crimson Stem","",64,640.0,10.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Fr33_S0uL","","","CYAN_BANNER","Cyan Banner","",1,500.0,500.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Laykam","","","CYAN_WOOL","Cyan Wool","",64,750.0,11.71875,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","AtariMaster","","","DANDELION","Dandelion","",16,500.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DARK_PRISMARINE","Dark Prismarine","",64,5000.0,78.125,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DARK_PRISMARINE","Dark Prismarine","",64,5000.0,78.125,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","FireMarshal2014","","","DIAMOND","Diamond","",64,2000.0,31.25,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_AXE","Diamond Axe","",1,10000.0,10000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_BOOTS","Diamond Boots","",1,15000.0,15000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_CHESTPLATE","Diamond Chestplate","",1,10000.0,10000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_HELMET","Diamond Helmet","",1,15000.0,15000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_LEGGINGS","Diamond Leggings","",1,10000.0,10000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_PICKAXE","Diamond Pickaxe","",1,10000.0,10000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_SHOVEL","Diamond Shovel","",1,10000.0,10000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","JahLion","","","DIAMOND_SWORD","Diamond Sword","",1,15000.0,15000.0,"UNCHECKED",""
"2026-08-31T12:21:28.996799Z","Europe/Amsterdam","1.15.2",2,335,335,0,0,335,0,0,"Captured on 31 August 2026 at 14:21 CEST. Prices, storefronts, and directions may have changed. Stock was not checked during this read-only capture. Use /shops search for current availability.","/warp shops","Blazing_Lizard3","","","DIORITE","Diorite","",16,10.0,0.625,"UNCHECKED",""
